COMID,Lat,Lon,Elev_m
50359,36.89408723100007,75.18353072600007,0.0
50360,36.831570817000056,74.28224604300004,0.0
50361,36.91853866300005,74.71091070800003,0.0
50362,36.87128107500007,74.59300112000005,0.0
50363,36.84063135500003,75.24458063200007,0.0
50364,36.81423530500007,73.61765388300006,0.0
50365,36.80886567700003,73.57109219300008,0.0
50366,36.81354711200004,74.36130379200006,0.0
50367,36.851921891000075,75.04168193200007,0.0
50368,36.74791666700003,74.71104166700007,0.0
50369,36.81344338400004,74.55151849700007,0.0
50370,36.78065238500005,74.77050753100008,0.0
50371,36.77609004400006,74.88175688400008,0.0
50372,36.73980236500006,72.63157295900004,0.0
50373,36.74213823900004,72.68111227600008,0.0
50374,36.71940168500004,74.76394742600007,0.0
50375,36.717343450000044,74.81679471500007,0.0
50376,36.70326344500006,75.18205997400008,0.0
50377,36.757538527000065,73.98171041600006,0.0
50378,36.62691157800003,74.10684034600007,0.0
50379,36.787772164000046,73.17472506200005,0.0
50380,36.604760956000064,72.92997171700006,0.0
50381,36.60068940200006,73.73481916200006,0.0
50382,36.56628308100005,73.77180774500005,0.0
50383,36.58859871400006,73.81238724400004,0.0
50384,36.563901187000056,73.72376528000007,0.0
50385,36.63189593000004,72.42561646800004,0.0
50386,36.637119417000065,72.55870676800004,0.0
50387,36.59591271200003,74.83242899200008,0.0
50388,36.58190009200007,72.37272421900008,0.0
50389,36.53492761900003,72.45643587900008,0.0
50390,36.548469958000055,74.01238395100006,0.0
50391,36.55157047200004,73.18595317000006,0.0
50392,36.555945595000026,74.69724025900007,0.0
50393,36.503001432000076,73.23164015900005,0.0
50394,36.513429590000044,73.25152570800003,0.0
50395,36.50272196100008,73.17958077600008,0.0
50396,36.507953600000064,74.88097105900005,0.0
50397,36.50884138500004,74.95693006300007,0.0
50398,36.49730111900004,72.43204423200007,0.0
50399,36.48707891000004,72.45163851400008,0.0
50400,36.48256833900007,75.57180115500006,0.0
50401,36.520414619000064,73.83110126400004,0.0
50402,36.49858157500006,73.87733711100003,0.0
50403,36.50242908300004,75.04946101000007,0.0
50404,36.469378809000034,75.60137191300004,0.0
50405,36.48824278600006,73.94587963900005,0.0
50406,36.47248805600003,73.31720266100007,0.0
50407,36.548180623000064,73.42421821700003,0.0
50408,36.44122099800006,73.38369890300004,0.0
50409,36.45404625800006,74.27908235900003,0.0
50410,36.45116917800004,74.30957101900003,0.0
50411,36.432467916000064,73.38229844200004,0.0
50412,36.45892283400008,75.46991306400008,0.0
50413,36.48294577300004,75.19320976300008,0.0
50414,36.426752140000076,75.37192808800006,0.0
50415,36.443472961000055,72.40556002700004,0.0
50416,36.42891189300008,72.16498137500008,0.0
50417,36.42247018300003,72.29944889700005,0.0
50418,36.395158078000065,73.24543498300005,0.0
50419,36.40653863700004,73.35856956400005,0.0
50420,36.40118259500008,75.40458018000004,0.0
50421,36.383651470000075,75.36832261500007,0.0
50422,36.35752707200004,75.43939582400003,0.0
50423,36.39568126100005,72.04175847200008,0.0
50424,36.358106924000026,75.45620083200004,0.0
50425,36.35716847800006,72.15265478700007,0.0
50426,36.337928635000026,75.50917417200003,0.0
50427,36.33291585600006,74.25422501900005,0.0
50428,36.38131797600005,74.28865138500004,0.0
50429,36.328602474000036,75.55419908300007,0.0
50430,36.31769778900008,72.00083452800004,0.0
50431,36.35955050800004,74.82699904300006,0.0
50432,36.33958324200006,74.56783147800007,0.0
50433,36.30491035800003,74.63545558300007,0.0
50434,36.31961400300003,75.59119564900004,0.0
50435,36.44742306200004,72.69104175500007,0.0
50436,36.306860147000066,75.48520897900005,0.0
50437,36.28527112800003,71.62964637500005,0.0
50438,36.32610533800005,71.66282307200004,0.0
50439,36.283898168000064,74.71420390300005,0.0
50440,36.28880501000003,74.32105182500004,0.0
50441,36.25475666600005,74.77168073400003,0.0
50442,36.26380431100006,74.81760316500004,0.0
50443,36.30934341200003,73.37875698500005,0.0
50444,36.25503008000004,74.49210285800007,0.0
50445,36.311544635000075,72.28009980600007,0.0
50446,36.266930624000054,72.32485867500003,0.0
50447,36.228504421000025,73.46652883400003,0.0
50448,36.245270289000075,73.63216169400005,0.0
50449,36.33876036500004,73.80828020000007,0.0
50450,36.230773732000046,73.33024842300006,0.0
50451,36.223227576000056,74.79677101100003,0.0
50452,36.18375000000003,72.99916666700005,0.0
50453,36.27484760500005,72.92875030000005,0.0
50454,36.17723707400006,73.12475840800005,0.0
50455,36.21670606400005,71.68623763200003,0.0
50456,36.17230137400003,72.90587123500006,0.0
50457,36.19263353300005,73.54157507300005,0.0
50458,36.15507302800006,71.66443640000006,0.0
50459,36.198716227000034,74.92688350900005,0.0
50460,36.15273632900005,75.10766803500007,0.0
50461,36.142192296000076,72.04224600400005,0.0
50462,36.17613728300006,72.11655536500007,0.0
50463,36.20605055400006,72.49180523500007,0.0
50464,36.13504001900003,75.11035637600008,0.0
50465,36.167064724000056,73.81616014800005,0.0
50466,36.123121774000026,75.17939885600003,0.0
50467,36.112526166000066,72.45294690400004,0.0
50468,36.18193515300004,74.30470879900008,0.0
50469,36.10094823800006,73.96351744900005,0.0
50470,36.10433682300004,74.03087366000005,0.0
50471,36.13918948700007,74.21263749600007,0.0
50472,36.097074801000076,75.23874766300008,0.0
50473,36.090911765000044,71.38269588200006,0.0
50474,36.078915308000035,71.34812291900005,0.0
50475,36.131407128000035,72.98540171700006,0.0
50476,36.08559451900004,71.69454665300003,0.0
50477,36.01673785300005,71.75311401400006,0.0
50478,36.02583499200006,71.76971736900003,0.0
50479,36.12095510800003,72.68647729000008,0.0
50480,36.03879550700003,72.99594880600006,0.0
50481,36.005029559000036,72.96478810500008,0.0
50482,36.008117699000024,71.64666713800005,0.0
50483,36.03621915600007,73.10265425100005,0.0
50484,36.055922888000055,73.84541092100005,0.0
50485,36.012311562000036,71.45553441200008,0.0
50486,35.98315169800003,71.55465905200003,0.0
50487,36.05834258100003,73.40509133600005,0.0
50488,36.06522888600006,72.75656586300005,0.0
50489,36.039562929000056,72.01282730900004,0.0
50490,35.97681231800004,72.97842568300007,0.0
50491,36.00254731600006,74.32064003400006,0.0
50492,36.01567750900006,74.15873408300007,0.0
50493,35.93815303700006,74.39657703600005,0.0
50494,35.95930483600006,72.05758310600004,0.0
50495,35.924227502000065,74.31799951600004,0.0
50496,35.92247048000007,74.37191042900008,0.0
50497,35.967281359000026,71.80533358000008,0.0
50498,35.932558337000046,71.88426621000008,0.0
50499,35.92418282700004,74.13395545700007,0.0
50500,35.90816532500003,74.25002763100008,0.0
50501,35.99431565000003,72.40499610700004,0.0
50502,35.96932225900008,74.52768850300004,0.0
50503,35.92929346200003,71.27985599200008,0.0
50504,35.88981228200004,74.42578437300006,0.0
50505,35.89872468900006,75.40011083400003,0.0
50506,35.91793264800003,75.31833597900004,0.0
50507,35.86920580800006,75.36368634600007,0.0
50508,35.87670973300004,74.19677736000006,0.0
50509,35.89517053000003,74.77351194200008,0.0
50510,35.90859321500005,75.18558321500007,0.0
50511,35.846209275000035,75.96016271800005,0.0
50512,35.89735323000008,75.99494388500005,0.0
50513,35.76183476600005,73.38060152300005,0.0
50514,35.796069386000056,73.39072034400004,0.0
50515,35.75560093400003,74.36920169400008,0.0
50516,35.812004355000056,74.55735416100003,0.0
50517,35.80387348700003,74.66221869700007,0.0
50518,35.778709406000075,75.60805285800006,0.0
50519,35.77095977100004,71.68873354200008,0.0
50520,35.746007150000025,76.30729018700004,0.0
50521,35.74020496700007,76.49102841600006,0.0
50522,35.739774262000026,71.12754468000003,0.0
50523,35.79513997000004,71.24928443400006,0.0
50524,35.73606198700003,76.48099693000006,0.0
50525,35.738974073000065,76.36136438800008,0.0
50526,35.72704340900003,71.74892427300006,0.0
50527,35.81123291100005,71.78421842100005,0.0
50528,35.72563624600008,74.41436029700003,0.0
50529,35.71643097300006,71.15459047200005,0.0
